,travelers,NNS,O
,.,.,O
Sentence: 5529,Mr.,NNP,B-per
,Sarkozy,NNP,I-per
,said,VBD,O
,a,DT,O
,French,JJ,B-gpe
,citizen,NN,O
,who,WP,O
,suddenly,RB,O
,goes,VBZ,O
,to,TO,O
,Afghanistan,NNP,B-geo
,for,IN,O
,three,CD,B-tim
,months,NNS,O
,should,MD,O
,account,VB,O
,for,IN,O
,his,PRP$,O
,travels,NNS,O
,.,.,O
Sentence: 5530,The,DT,O
,United,NNP,B-org
,Nations,NNP,I-org
,has,VBZ,O
,certified,VBN,O
,the,DT,O
,list,NN,O
,of,IN,O
,registered,JJ,O
,voters,NNS,O
,in,IN,O
,the,DT,O
,Ivory,NNP,B-geo
,Coast,NNP,I-geo
,ahead,RB,O
,of,IN,O
,next,JJ,O
,month,NN,O
,'s,POS,O
,presidential,JJ,O
,elections,NNS,O
,.,.,O
Sentence: 5531,On,IN,O
,Friday,NNP,B-tim
,",",",",O
,U.N.,NNP,B-org
,representative,NN,O
,Choi,NNP,B-per
,Youn-jin,NNP,I-per
,called,VBD,O
,the,DT,O
,voter,NN,O
,list,NN,O
,"""",``,O
,fair,JJ,O
,",",",",O
,solid,JJ,O
,and,CC,O
,balanced,JJ,O
,"""",``,O
,.,.,O
Sentence: 5532,The,DT,O
,Ivory,NNP,B-geo
,Coast,NNP,I-geo
,presidential,JJ,O
,election,NN,O
,is,VBZ,O
,set,VBN,O
,for,IN,O
,October,NNP,B-tim
,31,CD,I-tim
,.,.,O
Sentence: 5533,The,DT,O
,election,NN,O
,has,VBZ,O
,been,VBN,O
,postponed,VBN,O
,multiple,JJ,O
,times,NNS,O
,during,IN,O
,the,DT,O
,past,JJ,B-tim
,five,CD,I-tim
,years,NNS,O
,due,JJ,B-tim
,in,IN,O
,part,NN,O
,to,TO,O
,disputes,NNS,O
,about,IN,O
,the,DT,O
,nationality,NN,O
,of,IN,O
,names,NNS,O
,listed,VBN,O
,on,IN,O
,the,DT,O
,official,JJ,O
,voters,NNS,O
,',POS,O
,list,NN,O
,.,.,O
Sentence: 5534,The,DT,O
,civil,JJ,O
,war,NN,O
,that,WDT,O
,has,VBZ,O
,spilt,VBN,O
,the,DT,O
,country,NN,O
,for,IN,O
,most,JJS,O
,of,IN,O
,the,DT,O
,decade,NN,O
,centers,NNS,O
,around,IN,O
,land,NN,O
,reform,NN,O
,and,CC,O
,grounds,NNS,O
,for,IN,O
,citizenship,NN,O
,",",",",O
,in,IN,O
,a,DT,O
,nation,NN,O
,of,IN,O
,migrant,JJ,O
,workers,NNS,O
,helping,VBG,O
,the,DT,O
,world,NN,O
,'s,POS,O
,largest,JJS,O
,producer,NN,O
,and,CC,O
,exporter,NN,O
,of,IN,O
,cocoa,NN,O
,beans,NNS,O
,.,.,O
Sentence: 5535,The,DT,O
,U.S.,NNP,B-org
,Environmental,NNP,I-org
,Protection,NNP,I-org
,Agency,NNP,I-org
,celebrated,VBD,O
,Earth,NNP,B-eve
,Day,NNP,I-eve
,this,DT,O
,week,NN,O
,in,IN,O
,Washington,NNP,B-geo
,(,LRB,O
,22,CD,B-tim
,April,NNP,I-tim
,),RRB,O
,by,IN,O
,showcasing,VBG,O
,environmentally,RB,O
,friendly,JJ,O
,new,JJ,O
,designs,NNS,O
,that,WDT,O
,could,MD,O
,be,VB,O
,the,DT,O
,wave,NN,O
,of,IN,O
,the,DT,O
,future,NN,O
,.,.,O
Sentence: 5536,Producer,NN,O
,Zulima,NNP,B-per
,Palacio,NNP,I-per
,prepared,VBD,O
,this,DT,O
,report,NN,O
,.,.,O
Sentence: 5537,A,DT,O
,prominent,JJ,O
,human,JJ,O
,rights,NNS,O
,group,NN,O
,says,VBZ,O
,Hamas,NNP,B-org
,militants,NNS,O
,committed,VBN,O
,war,NN,O
,crimes,NNS,O
,when,WRB,O
,they,PRP,O
,launched,VBD,O
,rocket,NN,O
,attacks,NNS,O
,against,IN,O
,Israel,NNP,B-geo
,.,.,O
Sentence: 5538,A,DT,O
,Human,NNP,B-org
,Rights,NNP,I-org
,Watch,NNP,I-org
,spokesman,NN,O
,said,VBD,O
,Hamas,NNP,B-org
,rocket,NN,O
,attacks,NNS,O
,that,WDT,O
,targeted,VBD,O
,Israeli,JJ,B-gpe
,citizens,NNS,O
,were,VBD,O
,"""",``,O
,unlawful,JJ,O
,and,CC,O
,unjustifiable,JJ,O
,"""",``,O
,.,.,O
Sentence: 5539,A,DT,O
,new,JJ,O
,report,NN,O
,released,VBN,O
,by,IN,O
,the,DT,O
,group,NN,O
,says,VBZ,O
,Hamas,NNP,B-org
,militants,NNS,O
,fired,VBD,O
,rockets,NNS,O
,that,WDT,O
,placed,VBD,O
,about,IN,O
,"8,00,000",CD,O
,Israeli,JJ,B-gpe
,civilians,NNS,O
,at,IN,O
,risk,NN,O
,and,CC,O
,killed,VBD,O
,two,CD,O
,Israeli,JJ,B-gpe
,girls,NNS,O
,.,.,O
Sentence: 5540,It,PRP,O
,also,RB,O
,says,VBZ,O
,militants,NNS,O
,that,WDT,O
,launched,VBD,O
,rockets,NNS,O
,from,IN,O
,densely,RB,O
,populated,JJ,O
,areas,NNS,O
,placed,VBN,O
,Gaza,NNP,B-org
,civilians,NNS,O
,at,IN,O
,risk,NN,O
,of,IN,O
,Israeli,JJ,B-gpe
,counter,NN,O
,strikes,NNS,O
,.,.,O
Sentence: 5541,The,DT,O
,report,NN,O
,focuses,VBZ,O
,on,IN,O
,Hamas,NNP,B-org
,tactics,NNS,O
,used,VBN,O
,just,RB,O
,before,RB,O
,and,CC,O
,during,IN,O
,Israel,NNP,B-geo
,'s,POS,O
,three-week,JJ,O
,offensive,NN,O
,in,IN,O
,Gaza,NNP,B-geo
,",",",",O
,from,IN,O
,last,JJ,O
,November,NNP,B-tim
,to,TO,O
,mid-January,NNP,B-geo
,.,.,O
Sentence: 5542,Human,NNP,B-org
,Rights,NNP,I-org
,Watch,NNP,I-org
,and,CC,O
,other,JJ,O
,rights,NNS,O
,groups,NNS,O
,have,VBP,O
,repeatedly,RB,O
,accused,VBN,O
,Israel,NNP,B-geo
,of,IN,O
,committing,VBG,O
,war,NN,O
,crimes,NNS,O
,.,.,O
Sentence: 5543,At,IN,O
,least,JJS,O
,"1,300",CD,O
,Palestinians,NNS,B-gpe
,and,CC,O
,13,CD,O
,Israelis,NNS,B-gpe
,were,VBD,O
,killed,VBN,O
,during,IN,O
,the,DT,O
,Israeli,JJ,B-gpe
,offensive,NN,O
,.,.,O
Sentence: 5544,Some,DT,O
,of,IN,O
,the,DT,O
,latest,JJS,O
,secret,JJ,O
,U.S.,NNP,B-geo
,cables,NNS,O
,released,VBN,O
,by,IN,O
,WikiLeaks,NNS,B-org
,say,VBP,O
,Saudi,NNP,B-org
,Arabia,NNP,I-org
,proposed,VBD,O
,deploying,VBG,O
,an,DT,O
,Arab,JJ,B-gpe
,military,JJ,O
,force,NN,O
,backed,VBN,O
,by,IN,O
,the,DT,O
,U.N.,NNP,B-org
,",",",",O
,U.S.,NNP,B-geo
,and,CC,O
,NATO,NNP,B-org
,to,TO,O
,crush,VB,O
,Hezbollah,NNP,B-org
,forces,NNS,O
,in,IN,O
,Lebanon,NNP,B-geo
,.,.,O
Sentence: 5545,According,VBG,O
,to,TO,O
,the,DT,O
,cables,NNS,O
,",",",",O
,Saudi,NNP,B-org
,Foreign,NNP,O
,Minister,NNP,O
,Saud,NNP,B-per
,al-Faisal,NNP,I-per
,said,VBD,O
,in,IN,O
,May,NNP,B-tim
,2008,CD,I-tim
,that,IN,O
,what,WP,O
,he,PRP,O
,called,VBD,O
,a,DT,O
,"""",``,O
,security,NN,O
,response,NN,O
,"""",``,O
,was,VBD,O
,needed,VBN,O
,to,TO,O
,prevent,VB,O
,the,DT,O
,militant,JJ,O
,group,NN,O
,-,:,O
,and,CC,O
,its,PRP$,O
,patron,NN,O
,",",",",O
,Iran,NNP,B-geo
,-,:,O
,from,IN,O
,taking,VBG,O
,power,NN,O
,in,IN,O
,the,DT,O
,Lebanese,JJ,B-gpe
,capital,NN,O
,",",",",O
,Beirut,NNP,B-org
,.,.,O
Sentence: 5546,The,DT,O
,exchange,NN,O
,between,IN,O
,al-Faisal,JJ,O
,and,CC,O
,U.S.,NNP,B-geo
,diplomat,NN,O
,David,NNP,B-per
,Satterfield,NNP,I-per
,took,VBD,O
,place,NN,O
,days,NNS,O
,after,IN,O
,Hezbollah,NNP,B-org
,had,VBD,O
,briefly,RB,O
,seized,VBN,O
,control,NN,O
,of,IN,O
,large,JJ,O
,sections,NNS,O
,of,IN,O
,Beruit,NNP,B-geo
,during,IN,O
,fighting,VBG,O
,with,IN,O
,pro-government,JJ,O
,supporters,NNS,O
,.,.,O
Sentence: 5547,Al-Faisal,NNP,O
,told,VBD,O
,Satterfield,NNP,B-per
,that,IN,O
,only,RB,O
,the,DT,O
,Lebanese,JJ,B-gpe
,prime,JJ,O
,minister,NN,O
,",",",",O
,Jordan,NNP,B-gpe
,",",",",O
,Egypt,NNP,B-org
,and,CC,O
,the,DT,O
,Arab,NNP,B-org
,League,NNP,I-org
,were,VBD,O
,aware,JJ,O
,of,IN,O
,the,DT,O
,plan,NN,O
,.,.,O
Sentence: 5548,The,DT,O
,U.S.,NNP,B-geo
,responded,VBD,O
,by,IN,O
,questioning,VBG,O
,the,DT,O
,political,JJ,O
,and,CC,O
,military,JJ,O
,feasibility,NN,O
,of,IN,O
,the,DT,O
,plan,NN,O
,.,.,O
Sentence: 5549,The,DT,O
,U.S.,NNP,B-geo
,space,NN,O
,agency,NN,O
,",",",",O
,NASA,NNP,B-org
,",",",",O
,is,VBZ,O
,preparing,VBG,O
,to,TO,O
,put,VB,O
,a,DT,O
,long-armed,JJ,O
,lander,NN,O
,on,IN,O
,the,DT,O
,icy,NN,O
,north,NN,O
,pole,NN,O
,of,IN,O
,Mars,NNP,B-geo
,to,TO,O
,search,VB,O
,for,IN,O
,water,NN,O
,and,CC,O
,possible,JJ,O
,signs,NNS,O
,of,IN,O
,life,NN,O
,.,.,O
Sentence: 5550,Scientists,NNS,O
,working,VBG,O
,on,IN,O
,the,DT,O
,Phoenix,NNP,B-eve
,Mars,NNP,I-eve
,project,NN,O
,said,VBD,O
,Thursday,NNP,B-tim
,they,PRP,O
,plan,VBP,O
,to,TO,O
,launch,VB,O
,the,DT,O
,$,$,O
,386,CD,O
,million,CD,O
,spacecraft,NN,O
,in,IN,O
,August,NNP,B-tim
,2007,CD,I-tim
,and,CC,O
,land,NN,O
,10,CD,B-tim
,months,NNS,O
,later,RB,B-tim
,.,.,O
Sentence: 5551,The,DT,O
,probe,NN,O
,will,MD,O
,use,VB,O
,its,PRP$,O
,long,JJ,O
,robotic,JJ,O
,arm,NN,O
,to,TO,O
,dig,VB,O
,into,IN,O
,the,DT,O
,ice,NN,O
,and,CC,O
,terrain,NN,O
,to,TO,O
,gather,VB,O
,soil,NN,O
,samples,NNS,O
,near,IN,O
,the,DT,O
,arctic,JJ,O
,surface,NN,O
,.,.,O
Sentence: 5552,Scientists,NNS,O
,say,VBP,O
,ice,NN,O
,is,VBZ,O
,interesting,JJ,O
,because,IN,O
,if,IN,O
,there,EX,O
,is,VBZ,O
,any,DT,O
,life,NN,O
,on,IN,O
,Mars,NNP,B-geo
,",",",",O
,it,PRP,O
,is,VBZ,O
,most,RBS,O
,likely,JJ,O
,to,TO,O
,be,VB,O
,found,VBN,O
,near,IN,O
,water,NN,O
,.,.,O
Sentence: 5553,An,DT,O
,earlier,JJR,O
,mission,NN,O
,called,VBN,O
,Mars,NNP,B-eve
,Odyssey,NNP,I-eve
,first,RB,O
,detected,VBD,O
,icy,NN,O
,soil,NN,O
,at,IN,O
,the,DT,O
,north,JJ,O
,pole,NN,O
,of,IN,O
,Mars,NNP,B-geo
,in,IN,O
,2002,CD,B-tim
,.,.,O
Sentence: 5554,The,DT,O
,U.S.,NNP,B-geo
,military,NN,O
,in,IN,O
,Iraq,NNP,B-geo
,says,VBZ,O
,coalition,NN,O
,forces,NNS,O
,have,VBP,O
,captured,VBN,O
,a,DT,O
,suspected,JJ,O
,terrorist,JJ,O
,with,IN,O
,close,JJ,O
,ties,NNS,O
,to,TO,O
,Iran,NNP,B-geo
,'s,POS,O
,elite,NN,O
,Quds,VBZ,O
,force,NN,O
,.,.,O
Sentence: 5555,A,DT,O
,military,JJ,O
,statement,NN,O
,Friday,NNP,B-tim
,said,VBD,O
,the,DT,O
,suspect,NN,O
,was,VBD,O
,detained,VBN,O
,in,IN,O
,a,DT,O
,raid,NN,O
,Thursday,NNP,B-tim
,near,IN,O
,Baqubah,NNP,B-geo
,",",",",O
,and,CC,O
,that,IN,O
,he,PRP,O
,allegedly,RB,O
,facilitated,VBD,O
,the,DT,O
,transport,NN,O
,of,IN,O
,weapons,NNS,O
,and,CC,O
,personnel,NNS,O
,from,IN,O
,Iran,NNP,B-geo
,to,TO,O
,Iraq,NNP,B-geo
,.,.,O
Sentence: 5556,The,DT,O
,statement,NN,O
,said,VBD,O
,the,DT,O
,suspect,NN,O
,also,RB,O
,is,VBZ,O
,believed,VBN,O
,to,TO,O
,have,VB,O
,facilitated,VBN,O
,the,DT,O
,flow,NN,O
,of,IN,O
,sophisticated,JJ,O
,roadside,NN,O
,bombs,NNS,O
,into,IN,O
,Iraq,NNP,B-geo
,from,IN,O
,Iran,NNP,B-geo
,to,TO,O
,be,VB,O
,used,VBN,O
,against,IN,O
,coalition,NN,O
,forces,NNS,O
,.,.,O
Sentence: 5557,The,DT,O
,bombs,NNS,O
,-,:,O
,known,VBN,O
,as,IN,O
,explosively,RB,O
,formed,VBN,O
,projectiles,NNS,O
,or,CC,O
,EFPs,NNS,O
,-,:,O
,can,MD,O
,penetrate,VB,O
,armor,NN,O
,.,.,O
Sentence: 5558,Iran,NNP,B-org
,has,VBZ,O
,denied,VBN,O
,U.S.,NNP,B-geo
,charges,NNS,O
,that,IN,O
,it,PRP,O
,is,VBZ,O
,providing,VBG,O
,weapons,NNS,O
,and,CC,O
,training,NN,O
,to,IN,O
,Shi'ite,NNP,B-org
,militants,NNS,O
,in,IN,O
,Iraq,NNP,B-geo
,.,.,O
Sentence: 5559,Iran,NNP,B-org
,and,CC,O
,the,DT,O
,U.S.,NNP,B-geo
,discussed,VBD,O
,Iraq,NNP,B-geo
,'s,POS,O
,security,NN,O
,situation,NN,O
,in,IN,O
,May,NNP,B-tim
,",",",",O
,during,IN,O
,the,DT,O
,highest-level,JJ,O
,talks,NNS,O
,between,IN,O
,the,DT,O
,two,CD,O
,countries,NNS,O
,in,IN,O
,nearly,RB,O
,30,CD,B-tim
,years,NNS,O
,.,.,O
Sentence: 5560,Both,DT,O
,sides,NNS,O
,have,VBP,O
,said,VBN,O
,they,PRP,O
,are,VBP,O
,ready,JJ,O
,for,IN,O
,a,DT,O
,second,JJ,O
,round,NN,O
,of,IN,O
,talks,NNS,O
,on,IN,O
,Iraq,NNP,B-geo
,.,.,O
Sentence: 5561,Venezuelan,JJ,B-gpe
,President,NNP,B-per
,Hugo,NNP,I-per
,Chavez,NNP,I-per
,has,VBZ,O
,arrived,VBN,O
,in,IN,O
,Syria,NNP,B-geo
,for,IN,O
,a,DT,O
,three-day,JJ,B-tim
,diplomatic,JJ,O
,visit,NN,O
,.,.,O
Sentence: 5562,Syrian,JJ,B-gpe
,state,NN,O
,media,NNS,O
,say,VBP,O
,President,NNP,B-per
,Bashar,NNP,I-per
,al-Assad,NNP,I-per
,met,VBD,O
,Mr.,NNP,B-per
,Chavez,NNP,I-per
,Tuesday,NNP,B-tim
,at,IN,O
,the,DT,O
,airport,NN,O
,in,IN,O
,Damascus,NNP,B-geo
,.,.,O
Sentence: 5563,The,DT,O
,two,CD,O
,leaders,NNS,O
,are,VBP,O
,expected,VBN,O
,to,TO,O
,hold,VB,O
,talks,NNS,O
,on,IN,O
,bilateral,JJ,O
,cooperation,NN,O
,.,.,O
Sentence: 5564,The,DT,O
,Venezuelan,JJ,B-gpe
,president,NN,O
,has,VBZ,O
,built,VBN,O
,close,JJ,O
,ties,NNS,O
,with,IN,O
,Syria,NNP,B-geo
,",",",",O
,Iran,NNP,B-geo
,and,CC,O
,other,JJ,O
,countries,NNS,O
,in,IN,O
,the,DT,O
,Middle,NNP,B-geo
,East,NNP,I-geo
,",",",",O
,while,IN,O
,relations,NNS,O
,have,VBP,O
,grown,VBN,O
,tense,NN,O
,with,IN,O
,Israel,NNP,B-gpe
,.,.,O
Sentence: 5565,Earlier,RBR,O
,this,DT,O
,month,NN,O
,",",",",O
,Israel,NNP,B-gpe
,recalled,VBD,O
,its,PRP$,O
,ambassador,NN,O
,to,TO,O
,Venezuela,NNP,B-geo
,after,IN,O
,Mr.,NNP,B-per
,Chavez,NNP,I-per
,said,VBD,O
,that,IN,O
,Israeli,JJ,B-gpe
,attacks,NNS,O
,against,IN,O
,Hezbollah,NNP,B-org
,in,IN,O
,Lebanon,NNP,B-geo
,were,VBD,O
,"""",``,O
,genocide,NN,O
,.,.,O
,"""",``,O
Sentence: 5566,Previously,RB,O
,",",",",O
,President,NNP,B-per
,Chavez,NNP,I-per
,withdrew,VBD,O
,Venezuela,NNP,B-gpe
,'s,POS,O
,ambassador,NN,O
,to,TO,O
,Israel,NNP,B-geo
,to,TO,O
,show,VB,O
,what,WP,O
,he,PRP,O
,called,VBD,O
,his,PRP$,O
,"""",``,O
,indignation,NN,O
,"""",``,O
,over,IN,O
,the,DT,O
,Israeli,JJ,B-gpe
,military,JJ,O
,offensive,NN,O
,in,IN,O
,Lebanon,NNP,B-geo
,.,.,O
Sentence: 5567,The,DT,O
,World,NNP,B-org
,Health,NNP,I-org
,Organization,NNP,I-org
,estimates,VBZ,O
,that,IN,O
,between,IN,O
,five,CD,B-tim
,and,CC,I-tim
,10,CD,O
,percent,NN,O
,of,IN,O
,us,PRP,O
,suffer,VBP,O
,from,IN,O
,depression,NN,O
,at,IN,O
,any,DT,O
,given,VBN,O
,time,NN,O
,.,.,O
Sentence: 5568,But,CC,O
,fewer,JJR,O
,than,IN,O
,a,DT,O
,third,NN,O
,of,IN,O
,those,DT,O
,with,IN,O
,depression,NN,O
,receive,VBP,O
,appropriate,JJ,O
,care,NN,O
,.,.,O
Sentence: 5569,In,IN,O
,the,DT,O
,United,NNP,B-geo
,States,NNPS,I-geo
,",",",",O
,more,JJR,O
,than,IN,O
,21,CD,O
,million,CD,O
,people,NNS,O
,suffer,VBP,O
,from,IN,O
,depression,NN,O
,.,.,O
Sentence: 5570,For,IN,O
,millions,NNS,O
,",",",",O
,no,DT,O
,treatment,NN,O
,works,VBZ,O
,.,.,O
Sentence: 5571,Now,RB,O
,",",",",O
,doctors,NNS,O
,are,VBP,O
,trying,VBG,O
,an,DT,O
,experimental,JJ,O
,technique,NN,O
,that,WDT,O
,shows,VBZ,O
,promise,NN,O
,in,IN,O
,treating,VBG,O
,some,DT,O
,difficult,JJ,O
,cases,NNS,O
,of,IN,O
,depression,NN,O
,.,.,O
Sentence: 5572,VOA,NNP,B-org
,'s,POS,O
,Carol,NNP,B-per
,Pearson,NNP,I-per
,reports,VBZ,O
,.,.,O
Sentence: 5573,The,DT,O
,agency,NN,O
,that,WDT,O
,monitors,VBZ,O
,daily,JJ,O
,images,NNS,O
,of,IN,O
,the,DT,O
,Arctic,NNP,B-geo
,ice,NN,O
,pack,NN,O
,reports,VBZ,O
,the,DT,O
,ice,NN,O
,in,IN,O
,early,JJ,O
,September,NNP,B-tim
,reached,VBD,O
,its,PRP$,O
,minimum,NN,O
,but,CC,O
,did,VBD,O
,not,RB,O
,retreat,VB,O
,as,RB,O
,much,RB,O
,this,DT,O
,year,NN,O
,as,IN,O
,last,JJ,O
,.,.,O
Sentence: 5574,But,CC,O
,scientists,NNS,O
,warn,VBP,O
,that,IN,O
,in,IN,O
,about,IN,O
,the,DT,O
,last,JJ,O
,decade,NN,B-tim
,",",",",O
,the,DT,O
,world,NN,O
,'s,POS,O
,sea,NN,O
,ice,NN,O
,has,VBZ,O
,melted,VBN,O
,faster,RBR,O
,than,IN,O
,expected,VBN,O
,.,.,O
Sentence: 5575,The,DT,O
,National,NNP,B-org
,Snow,NNP,I-org
,and,CC,I-org
,Ice,NNP,I-org
,Data,NNP,I-org
,Center,NNP,I-org
,in,IN,O
,Boulder,NNP,B-geo
,",",",",O
,Colorado,NNP,B-geo
,",",",",O
,which,WDT,O
,monitors,VBZ,O
,the,DT,O
,daily,JJ,O
,updates,NNS,O
,of,IN,O
,NASA,NNP,B-org
,'s,POS,O
,satellite,NN,O
,images,NNS,O
,",",",",O
,says,VBZ,O
,the,DT,O
,northern,JJ,O
,winter,NN,O
,ice,NN,O
,now,RB,O
,has,VBZ,O
,begun,VBN,O
,to,TO,O
,re-form,VB,O
,.,.,O
Sentence: 5576,VOA,NNP,B-org
,'s,POS,O
,Paul,NNP,B-per
,Sisco,NNP,I-per
,spoke,VBD,O
,with,IN,O
,NASA,NNP,B-org
,Ice,NNP,I-org
,Science,NNP,I-org
,Project,NNP,I-org
,chief,NN,O
,scientist,NN,O
,Jay,NNP,B-per
,Zwally,NNP,I-per
,about,IN,O
,this,DT,O
,year,NN,O
,'s,POS,O
,near,JJ,O
,record,NN,O
,summer,NN,B-tim
,melt,NN,I-tim
,.,.,O
Sentence: 5577,Venezuelan,JJ,B-gpe
,President,NNP,B-per
,Hugo,NNP,I-per
,Chavez,NNP,I-per
,is,VBZ,O
,in,IN,O
,Havana,NNP,B-geo
,for,IN,O
,talks,NNS,O
,with,IN,O
,Cuban,JJ,B-gpe
,leader,NN,O
,Fidel,NNP,B-per
,Castro,NNP,I-per
,.,.,O
Sentence: 5578,The,DT,O
,two,CD,O
,close,JJ,O
,allies,NNS,O
,met,VBD,O
,at,IN,O
,the,DT,O
,Palace,NNP,B-geo
,of,IN,O
,the,DT,O
,Revolution,NN,O
,Tuesday,NNP,B-tim
,.,.,O
Sentence: 5579,Their,PRP$,O
,agenda,NN,O
,was,VBD,O
,not,RB,O
,made,VBN,O
,public,JJ,O
,",",",",O
,but,CC,O
,experts,NNS,O
,say,VBP,O
,they,PRP,O
,likely,RB,O
,discussed,VBD,O
,Cuba,NNP,B-geo
,'s,POS,O
,energy,NN,O
,needs,NNS,O
,.,.,O
Sentence: 5580,Venezuela,NNP,B-geo
,provides,VBZ,O
,about,IN,O
,one-third,NN,O
,of,IN,O
,Cuba,NNP,B-geo
,'s,POS,O
,oil,NN,O
,.,.,O
Sentence: 5581,Mr.,NNP,B-per
,Castro,NNP,I-per
,has,VBZ,O
,appeared,VBN,O
,in,IN,O
,public,NN,O
,in,IN,O
,a,DT,O
,wheelchair,NN,O
,since,IN,O
,an,DT,O
,accidental,JJ,O
,fall,NN,O
,in,IN,O
,October,NNP,B-tim
,.,.,O
Sentence: 5582,But,CC,O
,he,PRP,O
,was,VBD,O
,shown,VBN,O
,standing,VBG,O
,next,JJ,O
,to,TO,O
,Mr.,NNP,B-per
,Chavez,NNP,I-per
,in,IN,O
,an,DT,O
,official,JJ,O
,photo,NN,O
,taken,VBN,O
,when,WRB,O
,he,PRP,O
,welcomed,VBD,O
,him,PRP,O
,at,IN,O
,the,DT,O
,Havana,NNP,B-geo
,airport,NN,I-geo
,late,JJ,O
,Monday,NNP,B-tim
,.,.,O
Sentence: 5583,The,DT,O
,two,CD,O
,countries,NNS,O
,have,VBP,O
,close,JJ,O
,political,JJ,O
,",",",",O
,economic,JJ,O
,and,CC,O
,cultural,JJ,O
,ties,NNS,O
,.,.,O
Sentence: 5584,Havana,NNP,B-geo
,has,VBZ,O
,sent,VBN,O
,hundreds,NNS,O
,of,IN,O
,health,NN,O
,care,NN,O
,workers,NNS,O
,and,CC,O
,teachers,NNS,O
,to,TO,O
,its,PRP$,O
,South,JJ,O
,American,JJ,B-gpe
,ally,NN,O
,.,.,O
Sentence: 5585,Police,NNS,O
,in,IN,O
,South,NNP,B-geo
,Korea,NNP,I-geo
,have,VBP,O
,arrested,VBN,O
,a,DT,O
,man,NN,O
,and,CC,O
,six,CD,O
,women,NNS,O
,who,WP,O
,they,PRP,O
,say,VBP,O
,used,VBD,O
,the,DT,O
,Internet,NN,O
,to,TO,O
,buy,VB,O
,and,CC,O
,sell,VB,O
,human,JJ,O
,eggs,NNS,O
,",",",",O
,in,IN,O
,violation,NN,O
,of,IN,O
,the,DT,O
,country,NN,O
,'s,POS,O
,bioethics,NNS,O
,law,NN,O
,.,.,O
Sentence: 5586,Seoul,NNP,B-org
,police,NN,O
,arrested,VBN,O
,the,DT,O
,man,NN,O
,Saturday,NNP,B-tim
,.,.,O
Sentence: 5587,They,PRP,O
,say,VBP,O
,he,PRP,O
,is,VBZ,O
,in,IN,O
,his,PRP$,O
,late,JJ,O
,20s,NNS,B-tim
,and,CC,O
,identified,VBD,O
,him,PRP,O
,only,RB,O
,as,IN,O
,Kim,NNP,B-geo
,.,.,O
Sentence: 5588,Police,NNS,O
,say,VBP,O
,the,DT,O
,women,NNS,O
,sold,VBD,O
,or,CC,O
,bought,VBD,O
,the,DT,O
,eggs,NNS,O
,",",",",O
,using,VBG,O
,web,NN,O
,sites,NNS,O
,created,VBN,O
,by,IN,O
,Mr.,NNP,B-per
,Kim,NNP,B-geo
,to,TO,O
,arrange,VB,O
,the,DT,O
,deals,NNS,O
,.,.,O
Sentence: 5589,Police,NNS,O
,said,VBD,O
,the,DT,O
,deals,NNS,O
,involved,VBN,O
,thousands,NNS,O
,of,IN,O
,dollars,NNS,O
,.,.,O
Sentence: 5590,Under,IN,O
,South,JJ,B-geo
,Korean,JJ,B-gpe
,law,NN,O
,",",",",O
,buyers,NNS,O
,and,CC,O
,sellers,NNS,O
,of,IN,O
,human,JJ,O
,eggs,NNS,O
,or,CC,O
,sperm,NN,O
,face,VBP,O
,up,RP,O
,to,TO,O
,three,CD,O
,years,NNS,O
,in,IN,O
,prison,NN,O
,.,.,O
Sentence: 5591,The,DT,O
,broker,NN,O
,faces,VBZ,O
,two,CD,B-tim
,years,NNS,O
,.,.,O
Sentence: 5592,An,DT,O
,Indonesian,JJ,B-gpe
,newspaper,NN,O
,is,VBZ,O
,reporting,VBG,O
,that,IN,O
,Indonesian,JJ,B-gpe
,police,NNS,O
,have,VBP,O
,arrested,VBN,O
,a,DT,O
,man,NN,O
,believed,VBN,O
,to,TO,O
,have,VB,O
,played,VBN,O
,a,DT,O
,key,JJ,O
,role,NN,O
,in,IN,O
,September,NNP,B-tim
,'s,POS,O
,car,NN,O
,bombing,VBG,O
,outside,IN,O
,the,DT,O
,Australian,JJ,B-gpe
,Embassy,NN,O
,in,IN,O
,Jakarta,NNP,B-geo
,.,.,O
Sentence: 5593,Indonesia,NNP,B-geo
,'s,POS,O
,leading,JJ,O
,newspaper,NN,O
,",",",",O
,Kompas,NNP,B-per
,",",",",O
,quotes,VBZ,O
,police,NN,O
,sources,NNS,O
,as,IN,O
,saying,VBG,O
,Iwan,NNP,B-per
,Darmawan,NNP,I-per
,",",",",O
,also,RB,O
,known,VBN,O
,as,IN,O
,Rois,NNP,B-per
,",",",",O
,was,VBD,O
,arrested,VBN,O
,two,CD,B-tim
,weeks,NNS,O
,ago,RB,O
,on,IN,O
,Java,NNP,B-geo
,island,NN,O
,.,.,O
Sentence: 5594,The,DT,O
,newspaper,NN,O
,quoted,VBD,O
,the,DT,O
,police,NN,O
,sources,NNS,O
,as,IN,O
,saying,VBG,O
,Mr.,NNP,B-per
,Darmawan,NNP,B-org
,is,VBZ,O
,accused,VBN,O
,of,IN,O
,having,VBG,O
,a,DT,O
,key,JJ,O
,planning,NN,O
,role,NN,O
,in,IN,O
,the,DT,O
,September,NNP,B-tim
,9,CD,I-tim
,embassy,NN,O
,attack,NN,O
,",",",",O
,which,WDT,O
,killed,VBD,O
